1, 7372.11, 0.003, -0.0504721, -0.0259076, -0.419035, 0.000235255, -0.00429541, 0.000633862, 
2, 7460.32, 7372.11, -0.0511912, -0.0263825, -0.418722, 2.95707e-05, -0.00432479, 0.000705302, 
3, 7557.34, 7460.32, -0.0501892, -0.0273352, -0.418301, 0.000302889, -0.00448151, 0.000802561, 
4, 7775.11, 7557.34, -0.0492311, -0.0276669, -0.417432, 0.000537005, -0.00431385, 0.000983221, 
5, 7871.9, 7775.11, -0.0499624, -0.0289346, -0.416882, 0.000335488, -0.00454529, 0.00110247, 
6, 7966.9, 7871.9, -0.0489091, -0.028988, -0.416567, 0.000603514, -0.00450868, 0.00117041, 
7, 8067.68, 7966.9, -0.048515, -0.030556, -0.415565, 0.000678041, -0.00470623, 0.00136812, 
8, 8160.74, 8067.68, -0.0494499, -0.0311061, -0.415073, 0.000431543, -0.00474121, 0.00145943, 
9, 8263.85, 8160.74, -0.048125, -0.0321708, -0.414471, 0.000746463, -0.00490061, 0.00157388, 
10, 8362.29, 8263.85, -0.0489605, -0.0338247, -0.413701, 0.000523037, -0.00514446, 0.00170788, 
11, 8463.81, 8362.29, -0.0479538, -0.0323422, -0.41274, 0.000750681, -0.00468846, 0.00189671, 
12, 8562.02, 8463.81, -0.0488642, -0.0338425, -0.411962, 0.000521898, -0.00494588, 0.00203895, 
13, 8666.13, 8562.02, -0.0475379, -0.0338767, -0.4115, 0.000827382, -0.00490415, 0.00212439, 
14, 8768.86, 8666.13, -0.0459012, -0.0355178, -0.410549, 0.00117207, -0.00508459, 0.00225553, 
15, 8868.15, 8768.86, -0.047034, -0.0361273, -0.40985, 0.000887869, -0.00512451, 0.00236909, 
16, 8970.74, 8868.15, -0.0471115, -0.0356311, -0.408731, 0.000843159, -0.0048563, 0.00254797, 
17, 9069.3, 8970.74, -0.0482008, -0.0372266, -0.40778, 0.000578668, -0.005125, 0.00271038, 
18, 9164.65, 9069.29, -0.0469618, -0.0353254, -0.40645, 0.000848929, -0.00459195, 0.00294986, 
19, 9264.75, 9164.65, -0.0480924, -0.0369487, -0.40541, 0.00057399, -0.00487176, 0.0031229, 
20, 9361.68, 9264.75, -0.0493958, -0.0377689, -0.404433, 0.000254362, -0.00491678, 0.00325051, 
21, 9476.55, 9361.68, -0.047562, -0.0390088, -0.403381, 0.000675985, -0.00510107, 0.00341937, 
22, 9570.63, 9476.54, -0.0473377, -0.0406914, -0.402722, 0.000707748, -0.00534066, 0.00346867, 
23, 9714.99, 9570.62, -0.0487876, -0.0415912, -0.401616, 0.000337309, -0.00539227, 0.00361738, 
24, 9807.07, 9714.99, -0.0467471, -0.0428451, -0.400449, 0.000823643, -0.00557672, 0.00380748, 
