1, 101, 4.653, 0, 0, 132513, 
2, 101, 4.653, 0, 0, 0, 
3, 102, 4.464, 0, 0, 132556, 
4, 105, 4.444, 0, 0, 132600, 
5, 106, 4.49, 0, 0, 132643, 
6, 101, 4.654, 0, 0, 173, 
7, 102, 4.461, 0, 0, 173, 
8, 105, 4.444, 0, 0, 0, 
9, 106, 4.49, 0, 0, 0, 
10, 101, 4.654, 0, 0.00548615, 0, 
11, 102, 4.461, 0, 0.00548615, 0, 
12, 105, 4.436, 0, 0.00548615, 172, 
13, 106, 4.489, 0, 0.00548615, 172, 
14, 101, 4.654, 0, 0.0285248, 0, 
15, 102, 4.464, 0, 0.0285248, 173, 
16, 105, 4.444, 0, 0.0285248, 173, 
17, 106, 4.489, 0, 0.0285248, 0, 
18, 101, 4.652, 0, 0.0252809, 345, 
19, 102, 4.464, 0, 0.0252809, 0, 
20, 105, 4.444, 0, 0.0252809, 0, 
21, 106, 4.494, 0, 0.0252809, 173, 
22, 101, 4.652, 0, 0.0176726, 0, 
23, 102, 4.461, 0, 0.0176726, 172, 
24, 105, 4.436, 0, 0.0176726, 172, 
25, 106, 4.494, 0, 0.0176726, 0, 
26, 101, 4.652, 0, 0.0273445, 173, 
27, 102, 4.46, 0, 0.0273445, 173, 
28, 105, 4.436, 0, 0.0273445, 0, 
29, 106, 4.494, 0, 0.0273445, 0, 
30, 101, 4.652, 0, 0.0211171, 0, 
31, 102, 4.46, 0, 0.0211171, 0, 
32, 105, 4.442, 0, 0.0211171, 173, 
33, 106, 4.49, 0, 0.0211171, 345, 
34, 101, 4.654, 0, 0.0174666, 172, 
35, 102, 4.464, 0, 0.0174666, 173, 
36, 105, 4.442, 0, 0.0174666, 0, 
37, 106, 4.49, 0, 0.0174666, 0, 
38, 101, 4.656, 0, 0.0128108, 173, 
39, 102, 4.464, 0, 0.0128108, 0, 
40, 105, 4.441, 0, 0.0128108, 173, 
41, 106, 4.49, 0, 0.0128108, 173, 
42, 101, 4.656, 0, 0.0408093, 0, 
43, 102, 4.464, 0, 0.0408093, 172, 
44, 105, 4.435, 0, 0.0408093, 172, 
45, 106, 4.49, 0, 0.0408093, 0, 
46, 101, 4.652, 0, 0.0147634, 173, 
47, 102, 4.464, 0, 0.0147634, 0, 
48, 105, 4.435, 0, 0.0147634, 0, 
49, 106, 4.49, 0, 0.0147634, 0, 
50, 101, 4.652, 0, 0.033478, 0, 
51, 102, 4.46, 0, 0.033478, 173, 
52, 105, 4.435, 0, 0.033478, 0, 
53, 106, 4.492, 0, 0.033478, 345, 
54, 101, 4.651, 0, 0.01896, 172, 
55, 102, 4.462, 0, 0.01896, 172, 
56, 105, 4.438, 0, 0.01896, 346, 
57, 106, 4.492, 0, 0.01896, 0, 
58, 101, 4.651, 0, 0.0173871, 173, 
59, 102, 4.462, 0, 0.0173871, 0, 
60, 105, 4.438, 0, 0.0173871, 0, 
61, 106, 4.489, 0, 0.0173871, 173, 
62, 101, 4.651, 0, 0.0136041, 0, 
63, 102, 4.464, 0, 0.0136041, 173, 
64, 105, 4.44, 0, 0.0136041, 172, 
65, 106, 4.485, 0, 0.0136041, 172, 
66, 101, 4.653, 0, 0.0287468, 173, 
67, 102, 4.463, 0, 0.0287468, 173, 
68, 105, 4.44, 0, 0.0287468, 0, 
69, 106, 4.485, 0, 0.0287468, 0, 
70, 101, 4.653, 0, 0.0400623, 0, 
71, 102, 4.463, 0, 0.0400623, 0, 
72, 105, 4.446, 0, 0.0400623, 173, 
73, 106, 4.492, 0, 0.0400623, 173, 
74, 101, 4.653, 0, 0.01857, 0, 
75, 102, 4.462, 0, 0.01857, 172, 
76, 105, 4.44, 0, 0.01857, 173, 
77, 106, 4.492, 0, 0.01857, 0, 
78, 101, 4.652, 0, 0.0334147, 345, 
79, 102, 4.462, 0, 0.0334147, 0, 
80, 105, 4.44, 0, 0.0334147, 0, 
81, 106, 4.489, 0, 0.0334147, 173, 
82, 101, 4.652, 0, 0.0147423, 0, 
83, 102, 4.462, 0, 0.0147423, 173, 
84, 105, 4.444, 0, 0.0147423, 172, 
85, 106, 4.489, 0, 0.0147423, 0, 
86, 101, 4.654, 0, 0.0318475, 172, 
87, 102, 4.464, 0, 0.0318475, 173, 
88, 105, 4.444, 0, 0.0318475, 0, 
89, 106, 4.493, 0, 0.0318475, 172, 
90, 101, 4.649, 0, 0.0179638, 173, 
91, 102, 4.464, 0, 0.0179638, 0, 
92, 105, 4.44, 0, 0.0179638, 173, 
93, 106, 4.49, 0, 0.0179638, 345, 
94, 101, 4.649, 0, 0.0358554, 0, 
95, 102, 4.459, 0, 0.0358554, 172, 
96, 105, 4.44, 0, 0.0358554, 345, 
97, 106, 4.49, 0, 0.0358554, 345, 
98, 101, 4.65, 0, 0.0214907, 173, 
99, 102, 4.461, 0, 0.0214907, 173, 
100, 105, 4.44, 0, 0.0214907, 0, 
101, 106, 4.494, 0, 0.0214907, 518, 
102, 101, 4.65, 0, 0.0425495, 0, 
103, 102, 4.461, 0, 0.0425495, 0, 
104, 105, 4.441, 0, 0.0425495, 173, 
105, 106, 4.492, 0, 0.0425495, 690, 
106, 101, 4.652, 0, 0.0239172, 172, 
107, 102, 4.461, 0, 0.0239172, 172, 
108, 105, 4.441, 0, 0.0239172, 0, 
