1, 0.0133556, 0.0491217, -0.787814, -6.6192e-07, -6.69777e-07, -2.17946e-07, 0.043, 3.07335e-05, 3.07335e-05, 3.07335e-05, 0.00142946, 0.00142946, 0.00142946, 
2, 0.0133557, 0.0491215, -0.787814, 2.03965e-06, -3.42786e-06, -5.63652e-07, 0.044, 9.90055e-05, 9.90055e-05, 9.90055e-05, 0.00204521, 0.00204521, 0.00204521, 
3, 0.0133563, 0.0491218, -0.787814, 8.08322e-06, 2.54334e-06, -1.62031e-06, 0.043, 0.000184497, 0.000184497, 0.000184497, 0.00249525, 0.00249525, 0.00249525, 
4, 0.0133542, 0.0491193, -0.787815, -1.79897e-05, -2.38391e-05, -1.02052e-05, 0.086, 0.000428581, 0.000428581, 0.000428581, 0.00496044, 0.00496044, 0.00496044, 
5, 0.0133591, 0.0491124, -0.787817, 2.54387e-05, -6.81759e-05, -1.57624e-05, 0.043, 0.000616906, 0.000616906, 0.000616906, 0.00549273, 0.00549273, 0.00549273, 
6, 0.0133705, 0.0491197, -0.787819, 9.00263e-05, -4.36138e-06, -2.70549e-05, 0.043, 0.000830079, 0.000830079, 0.00083008, 0.0059778, 0.0059778, 0.0059778, 
7, 0.0133573, 0.0491363, -0.787823, -7.59842e-07, 8.4542e-05, -4.27871e-05, 0.044, 0.00106847, 0.00106847, 0.00106848, 0.00644669, 0.00644669, 0.00644671, 
8, 0.0133311, 0.0491135, -0.787834, -0.000118887, -3.49882e-05, -8.16818e-05, 0.043, 0.00131805, 0.00131805, 0.00131806, 0.00654576, 0.00654576, 0.00654578, 
9, 0.0133632, 0.049074, -0.787842, 2.61199e-05, -0.000183027, -0.000100237, 0.043, 0.0015784, 0.0015784, 0.00157841, 0.00664334, 0.00664334, 0.00664338, 
10, 0.0134152, 0.0491164, -0.787855, 0.000199848, -1.1375e-05, -0.00013061, 0.043, 0.00184623, 0.00184623, 0.00184625, 0.00673305, 0.00673305, 0.00673311, 
11, 0.0133561, 0.0491822, -0.787872, -5.19555e-06, 0.000189414, -0.000166139, 0.043, 0.00211976, 0.00211976, 0.0021198, 0.00682156, 0.00682156, 0.00682166, 
12, 0.0132692, 0.0491027, -0.787908, -0.000240689, -4.88807e-05, -0.000243675, 0.043, 0.00239795, 0.00239795, 0.002398, 0.00689137, 0.00689137, 0.0068915, 
13, 0.0133802, 0.0492288, -0.787952, 5.69618e-05, 0.000245197, -0.000295708, 0.087, 0.00297262, 0.00297262, 0.00297272, 0.00717015, 0.00717015, 0.00717034, 
14, 0.0133901, 0.0492549, -0.787976, 6.65759e-05, 0.000254926, -0.000292543, 0.086, 0.00355663, 0.00355663, 0.00355679, 0.00735631, 0.00735631, 0.00735658, 
15, 0.0136148, 0.0490394, -0.788017, 0.000467408, -0.000154314, -0.000343815, 0.043, 0.00385415, 0.00385415, 0.00385439, 0.00750164, 0.00750164, 0.00750203, 
